timestamp,tagID,pos_x,pos_y,pos_z,quality,n_dist,anchorID_1,dist_1,anchorID_2,dist_2,anchorID_3,dist_3,anchorID_4,dist_4,anchorID_5,dist_5,accelerometro,ax,ay,az,giroscopio,gx,gy,gz,magnetometro,mx,my,mz
26:26.2,bleT2,-,-,-,0,5,bleA3,-63,bleA2,-60,bleA4,-61,bleA5,-51,bleA6,-62,A,980.026,-162.992,-360.815,G,-16800,19880,16450,M,-498,427.5,301.5,
26:26.3,bleT2,-,-,-,0,5,bleA4,-60,bleA6,-67,bleA5,-54,bleA3,-59,bleA2,-66,A,846.802,69.235,-421.388,G,-30310,10500,17850,M,-492,427.5,303,
26:26.4,bleT2,-,-,-,0,5,bleA3,-66,bleA2,-63,bleA4,-57,bleA6,-62,bleA5,-50,A,821.975,56.364,-317.505,G,-26250,-910,21070,M,-486,436.5,300,
26:26.5,bleT2,-,-,-,0,5,bleA4,-66,bleA6,-80,bleA3,-65,bleA2,-62,bleA5,-53,A,794.098,-168.177,-362.95,G,-30940,350,-2730,M,-474,421.5,312,
26:26.6,bleT2,-,-,-,0,4,bleA3,-62,bleA2,-56,bleA4,-56,bleA6,-70,,,A,867.054,-95.831,-349.713,G,-4340,-19950,-3990,M,-454.5,418.5,318,
26:26.7,bleT2,-,-,-,0,4,bleA3,-59,bleA2,-63,bleA5,-55,bleA6,-68,,,A,950.624,-159.515,-323.666,G,9870,-2660,-3920,M,-462,412.5,318,
26:26.9,bleT2,-,-,-,0,4,bleA5,-53,bleA4,-58,bleA6,-66,bleA3,-69,,,A,964.41,-116.876,-460.916,G,13160,-1820,910,M,-462,424.5,322.5,
26:27.0,bleT2,-,-,-,0,5,bleA4,-50,bleA6,-62,bleA3,-71,bleA2,-60,bleA5,-57,A,1001.559,-271.633,-420.595,G,24150,9310,3430,M,-474,426,309,
26:27.1,bleT2,-,-,-,0,5,bleA3,-67,bleA2,-59,bleA5,-53,bleA6,-65,bleA4,-60,A,980.575,32.147,-516.731,G,38360,3640,-26320,M,-495,408,310.5,
26:27.2,bleT2,-,-,-,0,2,bleA4,-47,bleA3,-79,,,,,,,A,616.893,-9.455,-716.811,G,13440,-25830,-11690,M,-501,430.5,312,
26:27.3,bleT2,-,-,-,0,5,bleA2,-56,bleA4,-59,bleA6,-77,bleA5,-62,bleA3,-73,A,833.26,-125.05,-471.591,G,14140,-48580,-15960,M,-490.5,435,298.5,
26:27.4,bleT2,-,-,-,0,5,bleA6,-68,bleA5,-72,bleA4,-48,bleA3,-63,bleA2,-68,A,846.497,-79.361,-380.64,G,-3780,4340,-16240,M,-486,433.5,294,
26:27.5,bleT2,-,-,-,0,5,bleA3,-63,bleA2,-58,bleA4,-56,bleA6,-70,bleA5,-60,A,867.176,-159.21,-348.676,G,-8820,1400,2940,M,-481.5,441,295.5,
26:27.6,bleT2,-,-,-,0,5,bleA4,-48,bleA6,-65,bleA3,-64,bleA2,-64,bleA5,-71,A,937.57,-109.495,-455.914,G,-6720,-13230,13020,M,-477,442.5,301.5,
26:27.7,bleT2,-,-,-,0,5,bleA3,-63,bleA2,-63,bleA4,-60,bleA5,-66,bleA6,-63,A,1030.717,-310.978,-336.537,G,-13370,12530,7490,M,-472.5,450,306,
26:27.8,bleT2,-,-,-,0,4,bleA4,-51,bleA5,-59,bleA6,-63,bleA2,-64,,,A,988.139,-36.295,-428.22,G,-6930,10920,17290,M,-480,444,294,
26:27.9,bleT2,-,-,-,0,5,bleA5,-61,bleA3,-64,bleA2,-63,bleA4,-58,bleA6,-65,A,829.417,122.915,-432.734,G,-20090,11200,17780,M,-478.5,445.5,300,
26:28.0,bleT2,-,-,-,0,5,bleA4,-53,bleA6,-62,bleA5,-55,bleA3,-63,bleA2,-60,A,810.202,-51.911,-337.635,G,-20020,-20860,11130,M,-484.5,439.5,304.5,
26:28.1,bleT2,-,-,-,0,5,bleA2,-65,bleA5,-54,bleA4,-79,bleA6,-65,bleA3,-65,A,813.618,-150.182,-334.768,G,-26670,-1750,-3990,M,-457.5,439.5,315,
26:28.2,bleT2,-,-,-,0,5,bleA4,-53,bleA6,-64,bleA3,-63,bleA2,-66,bleA5,-62,A,878.949,-69.174,-408.151,G,-1750,-13720,-2450,M,-456,426,318,
26:28.3,bleT2,-,-,-,0,5,bleA5,-66,bleA4,-60,bleA6,-65,bleA3,-60,bleA2,-60,A,937.753,-178.974,-385.154,G,10990,0,980,M,-447,426,328.5,
26:28.4,bleT2,-,-,-,0,4,bleA5,-77,bleA4,-57,bleA6,-66,bleA2,-64,,,A,978.745,-166.225,-385.398,G,19740,1190,-3710,M,-466.5,427.5,327,
26:28.5,bleT2,-,-,-,0,5,bleA3,-57,bleA2,-74,bleA5,-57,bleA6,-68,bleA4,-61,A,971.73,-129.198,-518.134,G,41930,2030,-9730,M,-481.5,430.5,309,
26:28.6,bleT2,-,-,-,0,5,bleA4,-55,bleA5,-57,bleA6,-64,bleA3,-57,bleA2,-65,A,790.926,54.107,-632.143,G,35490,10150,-13160,M,-492,412.5,304.5,
26:28.7,bleT2,-,-,-,0,5,bleA5,-55,bleA3,-57,bleA2,-76,bleA4,-60,bleA6,-70,A,820.267,-133.224,-333.914,G,4480,-21140,-15540,M,-520.5,436.5,288,
26:28.8,bleT2,-,-,-,0,5,bleA4,-63,bleA6,-70,bleA5,-63,bleA3,-56,bleA2,-69,A,856.623,-150.914,-425.536,G,-21560,-3430,-6930,M,-499.5,430.5,304.5,
26:29.0,bleT2,-,-,-,0,5,bleA3,-59,bleA5,-60,bleA2,-69,bleA4,-60,bleA6,-66,A,875.106,-141.642,-363.194,G,-17920,-6650,12250,M,-490.5,429,313.5,
26:29.1,bleT2,-,-,-,0,5,bleA3,-54,bleA2,-70,bleA4,-53,bleA6,-69,bleA5,-60,A,934.459,-201.666,-443.836,G,-19950,9870,6090,M,-486,411,319.5,
26:29.2,bleT2,-,-,-,0,5,bleA5,-74,bleA3,-55,bleA2,-56,bleA4,-61,bleA6,-73,A,1062.437,-250.344,-434.991,G,-26320,18270,19110,M,-471,442.5,300,
26:29.3,bleT2,-,-,-,0,4,bleA4,-75,bleA5,-66,bleA6,-63,bleA2,-60,,,A,893.711,37.271,-587.43,G,-15750,4130,26180,M,-471,436.5,312,
26:29.4,bleT2,-,-,-,0,5,bleA3,-55,bleA2,-67,bleA4,-77,bleA6,-65,bleA5,-64,A,808.555,2.379,-363.316,G,-14980,6720,21770,M,-474,430.5,307.5,
26:29.5,bleT2,-,-,-,0,5,bleA4,-63,bleA6,-76,bleA3,-60,bleA2,-67,bleA5,-71,A,749.324,-174.399,-396.256,G,-25760,350,-7840,M,-463.5,423,312,
26:29.6,bleT2,-,-,-,0,5,bleA5,-62,bleA3,-55,bleA2,-66,bleA4,-81,bleA6,-70,A,849.303,-153.171,-388.265,G,-2660,-15400,-3850,M,-468,442.5,319.5,
26:29.7,bleT2,-,-,-,0,5,bleA3,-59,bleA2,-63,bleA5,-63,bleA6,-73,bleA4,-61,A,891.149,-140.971,-372.344,G,14840,1050,-9730,M,-463.5,432,322.5,
26:29.8,bleT2,-,-,-,0,5,bleA3,-57,bleA2,-61,bleA4,-64,bleA5,-63,bleA6,-63,A,972.462,-186.355,-350.018,G,36260,-16660,280,M,-472.5,424.5,322.5,
26:29.9,bleT2,-,-,-,0,4,bleA3,-58,bleA2,-62,bleA5,-59,bleA6,-69,,,A,970.083,-272.426,-479.094,G,25620,-9030,490,M,-510,433.5,316.5,
26:30.0,bleT2,-,-,-,0,5,bleA2,-67,bleA5,-61,bleA6,-61,bleA4,-58,bleA3,-60,A,869.433,-29.036,-657.641,G,30940,-32060,-4620,M,-514.5,414,316.5,
26:30.1,bleT2,-,-,-,0,4,bleA5,-60,bleA6,-66,bleA3,-56,bleA2,-60,,,A,733.769,-6.405,-462.014,G,6370,15330,-5600,M,-514.5,423,313.5,
26:30.2,bleT2,-,-,-,0,5,bleA2,-68,bleA4,-63,bleA5,-57,bleA6,-72,bleA3,-58,A,800.747,-208.315,-332.877,G,-4620,-12950,-22610,M,-529.5,439.5,309,
26:30.3,bleT2,-,-,-,0,5,bleA4,-61,bleA6,-63,bleA3,-56,bleA2,-61,bleA5,-65,A,825.086,-131.638,-399.977,G,-5530,-3920,-12670,M,-504,441,313.5,
26:30.4,bleT2,-,-,-,0,5,bleA5,-56,bleA3,-59,bleA2,-57,bleA4,-69,bleA6,-66,A,893.65,-189.466,-363.926,G,-17010,490,9450,M,-501,439.5,297,
26:30.5,bleT2,-,-,-,0,4,bleA3,-59,bleA2,-60,bleA4,-60,bleA5,-56,,,A,938.668,-119.072,-439.261,G,-23030,19110,25480,M,-486,441,304.5,
26:30.6,bleT2,-,-,-,0,5,bleA2,-58,bleA4,-68,bleA6,-75,bleA5,-69,bleA3,-63,A,1011.685,-210.023,-553.27,G,-24150,15890,18060,M,-496.5,441,312,
26:30.7,bleT2,-,-,-,0,5,bleA3,-60,bleA2,-70,bleA5,-61,bleA4,-64,bleA6,-70,A,807.945,66.063,-371.734,G,-36470,31290,14910,M,-492,447,304.5,
26:30.8,bleT2,-,-,-,0,5,bleA5,-65,bleA3,-56,bleA2,-82,bleA4,-67,bleA6,-71,A,888.099,-8.967,-389.363,G,-21140,-30100,11620,M,-468,442.5,316.5,
26:30.9,bleT2,-,-,-,0,5,bleA3,-60,bleA2,-63,bleA4,-63,bleA6,-77,bleA5,-70,A,786.717,-149.633,-503.128,G,-24920,-2800,-6230,M,-462,444,324,
26:31.1,bleT2,-,-,-,0,4,bleA5,-68,bleA6,-69,bleA4,-63,bleA3,-53,,,A,897.432,-88.45,-495.625,G,22820,31780,-6930,M,-460.5,427.5,321,
26:31.2,bleT2,-,-,-,0,4,bleA4,-66,bleA6,-68,bleA3,-55,bleA5,-61,,,A,863.333,-150.182,-542.046,G,24710,3220,-29680,M,-471,438,310.5,
26:31.3,bleT2,-,-,-,0,5,bleA2,-62,bleA5,-58,bleA4,-64,bleA6,-85,bleA3,-55,A,885.72,-82.106,-311.649,G,38990,7980,4970,M,-478.5,451.5,306,
26:31.4,bleT2,-,-,-,0,3,bleA4,-64,bleA6,-74,bleA3,-53,,,,,A,894.504,-32.696,-365.268,G,21140,17920,-11340,M,-493.5,465,295.5,
26:31.4,bleT2,-,-,-,0,2,bleA2,-63,bleA5,-66,,,,,,,A,855.037,-177.876,-310.429,G,1540,910,3010,M,-511.5,457.5,286.5,
26:31.5,bleT2,-,-,-,0,5,bleA3,-57,bleA2,-64,bleA4,-64,bleA6,-75,bleA5,-58,A,909.205,-191.784,-480.131,G,6020,-10850,-3010,M,-519,463.5,289.5,
26:31.6,bleT2,-,-,-,0,5,bleA3,-53,bleA2,-64,bleA5,-65,bleA4,-63,bleA6,-70,A,881.938,-144.448,-309.087,G,5810,1260,-1190,M,-513,456,288,
26:31.7,bleT2,-,-,-,0,5,bleA2,-66,bleA4,-64,bleA6,-71,bleA5,-57,bleA3,-56,A,891.027,-153.354,-357.765,G,-2940,-1750,-1050,M,-508.5,451.5,282,
26:31.8,bleT2,-,-,-,0,5,bleA6,-73,bleA4,-62,bleA3,-54,bleA2,-65,bleA5,-63,A,889.746,-162.382,-370.575,G,-5180,-2030,-1680,M,-498,447,285,
26:31.9,bleT2,-,-,-,0,5,bleA3,-57,bleA2,-63,bleA5,-59,bleA4,-65,bleA6,-69,A,894.26,-170.556,-384.849,G,-5460,-1400,-1120,M,-505.5,454.5,282,
26:32.0,bleT2,-,-,-,0,5,bleA3,-54,bleA2,-70,bleA5,-74,bleA6,-69,bleA4,-62,A,938.546,-175.192,-346.541,G,-1050,-6230,840,M,-508.5,448.5,297,
26:32.1,bleT2,-,-,-,0,5,bleA3,-57,bleA2,-62,bleA5,-59,bleA6,-71,bleA4,-64,A,892.674,-155.306,-355.447,G,-3500,2310,700,M,-505.5,460.5,286.5,
26:32.2,bleT2,-,-,-,0,3,bleA3,-54,bleA2,-66,bleA5,-78,,,,,A,888.404,-154.879,-364.658,G,-3710,910,560,M,-489,448.5,294,
26:32.3,bleT2,-,-,-,0,3,bleA5,-60,bleA3,-57,bleA2,-62,,,,,A,901.885,-155.062,-361.303,G,-3990,-2240,910,M,-513,447,297,
26:32.4,bleT2,-,-,-,0,4,bleA4,-61,bleA6,-72,bleA5,-63,bleA2,-66,,,A,908.412,-155.428,-385.642,G,210,-70,1470,M,-499.5,450,300,
26:32.5,bleT2,-,-,-,0,5,bleA3,-57,bleA2,-61,bleA5,-60,bleA4,-64,bleA6,-74,A,901.702,-155.306,-375.455,G,-1330,910,3360,M,-499.5,445.5,298.5,
26:32.6,bleT2,-,-,-,0,5,bleA6,-71,bleA4,-61,bleA2,-67,bleA3,-53,bleA5,-72,A,899.201,-184.464,-359.595,G,-420,4760,4270,M,-511.5,448.5,295.5,
26:32.7,bleT2,-,-,-,0,5,bleA3,-57,bleA2,-61,bleA4,-63,bleA6,-75,bleA5,-61,A,882.487,-190.564,-323.727,G,-490,4830,2240,M,-495,451.5,292.5,
26:32.8,bleT2,-,-,-,0,5,bleA4,-61,bleA6,-70,bleA3,-54,bleA2,-67,bleA5,-71,A,891.637,-175.741,-342.82,G,210,4130,840,M,-510,454.5,289.5,
26:32.9,bleT2,-,-,-,0,4,bleA2,-61,bleA3,-57,bleA4,-63,bleA6,-77,,,A,894.626,-179.157,-337.94,G,-280,-630,-1260,M,-496.5,463.5,271.5,
26:33.0,bleT2,-,-,-,0,5,bleA3,-54,bleA2,-66,bleA5,-71,bleA4,-61,bleA6,-72,A,907.314,-162.626,-348.005,G,-1050,-1260,-2800,M,-498,456,294,
26:33.2,bleT2,-,-,-,0,5,bleA2,-61,bleA4,-63,bleA6,-78,bleA5,-61,bleA3,-57,A,908.595,-173.362,-362.035,G,-2170,-490,-2100,M,-511.5,459,285,
26:33.3,bleT2,-,-,-,0,5,bleA6,-71,bleA4,-61,bleA3,-54,bleA2,-65,bleA5,-72,A,905.606,-168.055,-346.663,G,-1890,1960,-1470,M,-493.5,460.5,288,
26:33.4,bleT2,-,-,-,0,4,bleA3,-57,bleA2,-61,bleA5,-61,bleA6,-79,,,A,913.841,-164.029,-341.234,G,-700,840,-770,M,-502.5,454.5,295.5,
26:33.5,bleT2,-,-,-,0,5,bleA3,-54,bleA2,-65,bleA5,-73,bleA4,-62,bleA6,-72,A,903.227,-162.382,-333.853,G,-1190,1190,-1540,M,-499.5,457.5,294,
26:33.6,bleT2,-,-,-,0,5,bleA2,-61,bleA5,-61,bleA4,-64,bleA6,-78,bleA3,-56,A,907.07,-156.587,-348.31,G,-1540,-1260,-2240,M,-499.5,463.5,282,
26:33.7,bleT2,-,-,-,0,5,bleA6,-71,bleA4,-62,bleA3,-54,bleA2,-66,bleA5,-72,A,899.811,-146.583,-340.929,G,-1750,-630,-490,M,-496.5,457.5,286.5,
26:33.8,bleT2,-,-,-,0,5,bleA5,-61,bleA4,-63,bleA6,-78,bleA3,-57,bleA2,-61,A,905.423,-157.929,-337.147,G,-1680,70,280,M,-493.5,460.5,286.5,
26:33.9,bleT2,-,-,-,0,5,bleA6,-71,bleA4,-61,bleA3,-54,bleA2,-66,bleA5,-75,A,900.238,-163.297,-324.276,G,-1190,-3080,-1400,M,-495,463.5,286.5,
26:34.0,bleT2,-,-,-,0,4,bleA5,-60,bleA3,-57,bleA2,-62,bleA6,-75,,,A,906.887,-154.513,-345.748,G,-1050,-1750,-2240,M,-501,460.5,285,
26:34.1,bleT2,-,-,-,0,2,bleA2,-67,bleA5,-71,,,,,,,A,904.203,-159.576,-346.724,G,-1680,-1470,1050,M,-486,462,291,
26:34.2,bleT2,-,-,-,0,4,bleA5,-60,bleA4,-66,bleA3,-57,bleA2,-62,,,A,903.227,-151.036,-344.833,G,-980,-2380,-560,M,-498,459,286.5,
26:34.3,bleT2,-,-,-,0,5,bleA3,-54,bleA2,-70,bleA4,-61,bleA5,-69,bleA6,-71,A,902.007,-158.722,-354.166,G,-1190,-2660,-1260,M,-487.5,447,291,
26:34.4,bleT2,-,-,-,0,5,bleA5,-59,bleA6,-70,bleA4,-67,bleA3,-56,bleA2,-63,A,893.04,-161.162,-360.022,G,-210,-3220,-630,M,-502.5,453,304.5,
26:34.5,bleT2,-,-,-,0,5,bleA3,-54,bleA2,-73,bleA5,-66,bleA4,-61,bleA6,-68,A,891.576,-160.247,-352.824,G,1050,-2450,-1750,M,-487.5,459,294,
26:34.6,bleT2,-,-,-,0,5,bleA3,-55,bleA2,-64,bleA5,-57,bleA6,-67,bleA4,-66,A,888.038,-171.349,-348.554,G,910,-140,-3220,M,-490.5,451.5,294,
26:34.7,bleT2,-,-,-,0,3,bleA2,-72,bleA5,-63,bleA6,-65,,,,,A,897.432,-159.088,-344.833,G,700,-2660,-3010,M,-492,457.5,289.5,
26:34.8,bleT2,-,-,-,0,5,bleA5,-57,bleA3,-54,bleA2,-64,bleA4,-65,bleA6,-65,A,889.929,-153.537,-331.108,G,-910,-1260,-3780,M,-490.5,445.5,295.5,
26:34.9,bleT2,-,-,-,0,3,bleA5,-64,bleA4,-64,bleA6,-66,,,,,A,906.399,-165.493,-345.077,G,-280,1050,-6370,M,-484.5,456,297,
26:35.0,bleT2,-,-,-,0,5,bleA3,-55,bleA2,-64,bleA5,-60,bleA6,-71,bleA4,-62,A,880.962,-152.195,-357.033,G,2590,-1190,-4410,M,-487.5,448.5,300,
26:35.1,bleT2,-,-,-,0,5,bleA4,-58,bleA6,-65,bleA3,-57,bleA2,-60,bleA5,-59,A,882.914,-169.214,-351.97,G,4620,1400,280,M,-490.5,454.5,288,
26:35.3,bleT2,-,-,-,0,5,bleA3,-52,bleA2,-61,bleA5,-68,bleA4,-65,bleA6,-66,A,857.111,-219.6,-373.076,G,-2380,-7210,-10290,M,-489,454.5,300,
26:35.4,bleT2,-,-,-,0,5,bleA4,-60,bleA6,-71,bleA3,-54,bleA2,-59,bleA5,-70,A,882.548,-231.678,-445.117,G,4340,-16170,-13720,M,-480,453,306,
26:35.5,bleT2,-,-,-,0,5,bleA2,-60,bleA4,-64,bleA5,-63,bleA6,-69,bleA3,-54,A,876.143,-179.218,-375.211,G,-2870,-2590,-16240,M,-469.5,442.5,309,
26:35.6,bleT2,-,-,-,0,5,bleA6,-68,bleA4,-59,bleA3,-50,bleA2,-61,bleA5,-69,A,849.486,-195.566,-380.152,G,-1470,-6020,-4340,M,-481.5,438,322.5,
26:35.7,bleT2,-,-,-,0,5,bleA5,-60,bleA3,-56,bleA2,-60,bleA4,-66,bleA6,-66,A,867.725,-177.449,-392.962,G,3780,6510,9240,M,-471,450,309,
26:35.8,bleT2,-,-,-,0,4,bleA5,-63,bleA4,-69,bleA6,-65,bleA2,-60,,,A,982.1,-281.637,-344.528,G,-4970,5320,9240,M,-481.5,429,310.5,
26:35.9,bleT2,-,-,-,0,3,bleA3,-54,bleA4,-68,bleA6,-72,,,,,A,961.665,-54.107,-551.135,G,-6300,6160,4900,M,-477,447,304.5,
26:36.0,bleT2,-,-,-,0,4,bleA4,-71,bleA6,-69,bleA3,-50,bleA2,-60,,,A,889.807,120.292,-344.04,G,-18830,12740,17220,M,-472.5,457.5,291,
26:36.1,bleT2,-,-,-,0,5,bleA5,-58,bleA3,-55,bleA2,-70,bleA4,-72,bleA6,-70,A,911.157,-38.796,-519.903,G,-29470,-41300,6160,M,-456,441,295.5,
26:36.2,bleT2,-,-,-,0,4,bleA4,-65,bleA5,-72,bleA6,-78,bleA2,-75,,,A,824.781,-172.386,-402.234,G,-17640,13440,-700,M,-442.5,451.5,309,
26:36.3,bleT2,-,-,-,0,4,bleA5,-76,bleA4,-68,bleA3,-52,bleA2,-60,,,A,829.112,-165.249,-389.485,G,17780,-7980,-10780,M,-462,456,297,
26:36.4,bleT2,-,-,-,0,5,bleA3,-58,bleA2,-73,bleA5,-75,bleA6,-65,bleA4,-72,A,916.586,-164.7,-359.717,G,33810,-6440,-15050,M,-465,456,291,
26:36.5,bleT2,-,-,-,0,5,bleA5,-75,bleA3,-55,bleA2,-59,bleA4,-68,bleA6,-81,A,981.429,-185.562,-359.29,G,26950,-18200,-8260,M,-465,454.5,301.5,
26:36.6,bleT2,-,-,-,0,5,bleA4,-67,bleA6,-74,bleA3,-56,bleA2,-61,bleA5,-76,A,991.006,-188.429,-490.013,G,43470,-14070,-12740,M,-493.5,447,289.5,
26:36.7,bleT2,-,-,-,0,3,bleA3,-59,bleA6,-80,bleA4,-66,,,,,A,795.745,-41.907,-397.659,G,28700,7560,-5390,M,-522,453,271.5,
26:36.7,bleT2,-,-,-,0,2,bleA2,-53,bleA5,-60,,,,,,,A,810.934,75.213,-530.761,G,42840,21770,-26390,M,-501,430.5,285,
26:36.8,bleT2,-,-,-,0,3,bleA5,-61,bleA4,-63,bleA2,-68,,,,,A,833.687,-70.394,-317.993,G,4830,-3640,-16380,M,-526.5,453,255,
26:36.9,bleT2,-,-,-,0,5,bleA3,-59,bleA2,-51,bleA5,-58,bleA6,-78,bleA4,-66,A,841.19,-114.314,-365.207,G,-21140,11970,-7700,M,-514.5,459,258,
26:37.0,bleT2,-,-,-,0,4,bleA5,-62,bleA4,-62,bleA6,-84,bleA2,-59,,,A,880.413,-200.568,-387.472,G,-19810,-2730,3360,M,-498,457.5,259.5,
26:37.1,bleT2,-,-,-,0,4,bleA5,-70,bleA4,-72,bleA6,-82,bleA3,-54,,,A,919.697,-127.063,-391.498,G,-10220,8960,23240,M,-502.5,447,277.5,
26:37.2,bleT2,-,-,-,0,3,bleA5,-63,bleA4,-67,bleA2,-61,,,,,A,1027.545,-300.425,-367.891,G,-23100,23240,18340,M,-511.5,459,270,
26:37.4,bleT2,-,-,-,0,5,bleA3,-51,bleA2,-58,bleA5,-60,bleA6,-69,bleA4,-71,A,941.352,-72.529,-500.688,G,-13090,18620,28280,M,-505.5,451.5,259.5,
26:37.5,bleT2,-,-,-,0,5,bleA6,-66,bleA4,-68,bleA3,-63,bleA2,-56,bleA5,-69,A,764.086,40.565,-447.74,G,-17850,19880,24640,M,-511.5,459,259.5,
26:37.6,bleT2,-,-,-,0,5,bleA5,-66,bleA3,-53,bleA2,-59,bleA4,-65,bleA6,-66,A,852.597,-122.732,-365.329,G,-15820,-49070,9100,M,-517.5,450,255,
26:37.7,bleT2,-,-,-,0,5,bleA6,-76,bleA4,-78,bleA3,-59,bleA2,-58,bleA5,-81,A,820.145,-154.086,-369.538,G,-37870,-4620,-10010,M,-495,430.5,268.5,
26:37.8,bleT2,-,-,-,0,5,bleA3,-54,bleA2,-54,bleA5,-60,bleA6,-71,bleA4,-72,A,926.224,-175.497,-378.932,G,-8050,40460,-14070,M,-478.5,430.5,283.5,
26:37.9,bleT2,-,-,-,0,5,bleA6,-72,bleA3,-52,bleA2,-61,bleA5,-73,bleA4,-83,A,916.891,-77.043,-365.756,G,19600,-19530,-10500,M,-481.5,435,274.5,
26:38.0,bleT2,-,-,-,0,5,bleA3,-61,bleA2,-52,bleA5,-66,bleA4,-77,bleA6,-69,A,897.676,-178.12,-281.149,G,9590,1260,-1680,M,-496.5,445.5,273,
26:38.1,bleT2,-,-,-,0,4,bleA4,-68,bleA5,-65,bleA6,-73,bleA2,-58,,,A,961.543,-268.705,-327.326,G,26810,-3080,-3430,M,-489,448.5,262.5,
26:38.2,bleT2,-,-,-,0,4,bleA5,-72,bleA3,-59,bleA2,-56,bleA6,-75,,,A,1054.446,-150.548,-430.05,G,53760,-5320,5810,M,-517.5,441,258,
26:38.3,bleT2,-,-,-,0,5,bleA3,-56,bleA2,-69,bleA5,-72,bleA6,-81,bleA4,-72,A,922.076,29.707,-425.292,G,20860,-3920,-7980,M,-541.5,420,243,
26:38.4,bleT2,-,-,-,0,5,bleA3,-61,bleA2,-77,bleA5,-61,bleA4,-77,bleA6,-67,A,754.875,-169.275,-511.546,G,-6230,-5740,-2730,M,-531,421.5,237,
26:38.5,bleT2,-,-,-,0,5,bleA4,-73,bleA3,-59,bleA5,-66,bleA6,-68,bleA2,-59,A,769.637,-125.111,-431.636,G,1680,-13440,-6020,M,-516,423,247.5,
26:38.6,bleT2,-,-,-,0,5,bleA3,-66,bleA2,-60,bleA4,-70,bleA5,-64,bleA6,-66,A,837.408,-93.269,-493.185,G,-15050,1120,-15610,M,-516,414,259.5,
26:38.7,bleT2,-,-,-,0,5,bleA3,-66,bleA2,-57,bleA5,-67,bleA4,-73,bleA6,-69,A,922.442,-129.137,-421.632,G,-30590,8960,-8190,M,-505.5,415.5,255,
26:38.8,bleT2,-,-,-,0,5,bleA5,-64,bleA3,-65,bleA2,-68,bleA6,-71,bleA4,-66,A,974.719,-68.747,-465.003,G,-14840,12670,12180,M,-493.5,426,265.5,
26:38.9,bleT2,-,-,-,0,5,bleA4,-81,bleA6,-70,bleA3,-68,bleA2,-56,bleA5,-84,A,868.579,-64.172,-392.962,G,-15050,20020,13860,M,-490.5,426,253.5,
26:39.0,bleT2,-,-,-,0,5,bleA3,-60,bleA2,-73,bleA5,-71,bleA4,-70,bleA6,-72,A,827.892,-91.378,-451.156,G,-11550,31220,19250,M,-490.5,423,258,
26:39.1,bleT2,-,-,-,0,5,bleA3,-66,bleA2,-55,bleA4,-74,bleA5,-71,bleA6,-68,A,867.969,-199.897,-339.831,G,-6930,-3010,7350,M,-505.5,418.5,261,
26:39.2,bleT2,-,-,-,0,5,bleA3,-63,bleA2,-64,bleA5,-73,bleA6,-71,bleA4,-71,A,875.411,-128.71,-394.182,G,-2730,-7980,-3430,M,-492,418.5,273,
26:39.3,bleT2,-,-,-,0,2,bleA2,-55,bleA5,-69,,,,,,,A,895.785,-133.468,-390.156,G,-2170,-1610,-3710,M,-502.5,424.5,261,
26:39.5,bleT2,-,-,-,0,3,bleA3,-63,bleA4,-72,bleA6,-73,,,,,A,889.502,-146.949,-357.277,G,-1120,1190,140,M,-486,426,261,
26:39.5,bleT2,-,-,-,0,1,bleA2,-61,,,,,,,,,A,888.343,-141.093,-390.339,G,-420,1750,-1190,M,-487.5,423,270,
26:39.6,bleT2,-,-,-,0,5,bleA4,-71,bleA6,-68,bleA3,-62,bleA2,-56,bleA5,-70,A,891.576,-149.938,-364.658,G,-1120,2170,490,M,-487.5,423,259.5,
26:39.7,bleT2,-,-,-,0,5,bleA5,-83,bleA3,-64,bleA2,-61,bleA6,-76,bleA4,-72,A,882.365,-156.343,-359.595,G,-1260,2940,-560,M,-487.5,430.5,267,
26:39.8,bleT2,-,-,-,0,5,bleA3,-61,bleA2,-56,bleA5,-69,bleA6,-66,bleA4,-72,A,895.053,-150.792,-370.88,G,-1820,630,-2940,M,-489,436.5,259.5,
26:39.9,bleT2,-,-,-,0,5,bleA5,-78,bleA3,-65,bleA2,-59,bleA4,-73,bleA6,-79,A,901.214,-146.522,-359.778,G,-3430,-210,-2170,M,-493.5,426,259.5,
26:40.0,bleT2,-,-,-,0,3,bleA4,-73,bleA6,-65,bleA2,-57,,,,,A,904.752,-138.531,-367.159,G,-3010,490,-1190,M,-484.5,427.5,256.5,
26:40.1,bleT2,-,-,-,0,5,bleA3,-65,bleA2,-58,bleA4,-73,bleA6,-80,bleA5,-77,A,893.101,-144.326,-366.915,G,-2520,1330,560,M,-475.5,445.5,262.5,
26:40.2,bleT2,-,-,-,0,5,bleA3,-60,bleA2,-57,bleA5,-69,bleA4,-73,bleA6,-65,A,892.857,-145.058,-358.863,G,-1960,490,210,M,-489,424.5,267,
26:40.3,bleT2,-,-,-,0,3,bleA5,-75,bleA3,-65,bleA2,-58,,,,,A,891.881,-140.239,-355.813,G,-1400,-560,560,M,-486,429,265.5,
26:40.4,bleT2,-,-,-,0,5,bleA3,-60,bleA2,-56,bleA6,-65,bleA5,-70,bleA4,-73,A,903.41,-149.328,-347.578,G,-980,560,-1190,M,-489,436.5,276,
